Post_ID,DateTime,Platform,Region,Topic,User_Age,User_Gender,Text,Likes,Shares,Comments,Engagement,Rating,Sentiment,
2448,21-10-2025,Twitter,UK,Politics,43,Male,"Not too good, not too bad",871,116,191,1178,3,Neutral,
2449,07-08-2025,Instagram,UK,Product,31,Male,"The product is okay, nothing special about it",357,204,82,643,3,Neutral,
2450,10-12-2025,Instagram,Canada,Education,19,Female,I recently bought this and it exceeded my expectations,248,116,39,403,5,Positive,
2451,30-12-2025,Instagram,UK,Education,58,Female,I recently bought this and it exceeded my expectations,236,206,82,524,4,Positive,
2452,06-11-2025,Facebook,Australia,Politics,24,Male,Had a terrible experience using this service,656,146,83,885,2,Negative,
2453,12-06-2025,Instagram,UK,Education,59,Female,Poor performance and bad customer support,892,214,171,1277,2,Negative,
2454,10-04-2025,Instagram,India,Technology,52,Female,Very satisfied with the overall performance,398,296,119,813,4,Positive,
2455,04-10-2025,Twitter,USA,Product,20,Male,This is one of the best services I have ever used,636,213,176,1025,5,Positive,
2456,16-11-2025,Instagram,Australia,Sports,49,Female,"The product is okay, nothing special about it",358,68,9,435,3,Neutral,
2457,05-06-2025,Twitter,Australia,Health,19,Male,It works fine but has some minor issues,107,45,166,318,3,Neutral,
2458,31-05-2025,Instagram,India,Politics,58,Male,"Not too good, not too bad",442,256,96,794,3,Neutral,
2459,01-04-2025,Facebook,Canada,Politics,35,Female,Very satisfied with the overall performance,408,242,194,844,4,Positive,
2460,15-06-2025,Facebook,Australia,Health,55,Female,Very satisfied with the overall performance,410,159,44,613,5,Positive,
2461,23-07-2025,Instagram,USA,Politics,24,Female,Had a terrible experience using this service,221,187,98,506,2,Negative,
2462,31-01-2026,Instagram,Australia,Sports,30,Male,It is acceptable for the price,980,194,18,1192,3,Neutral,
2463,27-10-2025,Instagram,India,Product,19,Female,Very satisfied with the overall performance,56,209,47,312,4,Positive,
2464,06-04-2025,Facebook,India,Health,59,Male,"Not too good, not too bad",981,225,51,1257,3,Neutral,
2465,09-04-2025,Instagram,Canada,Technology,22,Female,Very satisfied with the overall performance,445,130,68,643,4,Positive,
2466,18-01-2026,Twitter,Canada,Sports,27,Female,It is acceptable for the price,686,127,69,882,3,Neutral,
2467,10-05-2025,Instagram,UK,Education,41,Male,"The product is okay, nothing special about it",910,200,114,1224,3,Neutral,
2468,08-12-2025,Twitter,USA,Politics,51,Male,Very disappointed with the product quality,732,254,121,1107,1,Negative,
2469,05-07-2025,Twitter,India,Sports,56,Female,"Waste of money, not recommended",170,270,78,518,2,Negative,
2470,21-02-2026,Facebook,Canada,Politics,48,Male,Very satisfied with the overall performance,622,76,160,858,5,Positive,
2471,06-01-2026,Twitter,Canada,Politics,29,Male,Poor performance and bad customer support,139,188,101,428,2,Negative,
2472,06-05-2025,Instagram,UK,Entertainment,30,Male,Very disappointed with the product quality,99,151,36,286,2,Negative,
2473,07-12-2025,Twitter,UK,Health,48,Male,Had a terrible experience using this service,267,133,74,474,2,Negative,
2474,31-10-2025,Twitter,Australia,Health,19,Male,Had a terrible experience using this service,489,290,21,800,1,Negative,
2475,24-05-2025,Instagram,Australia,Product,37,Female,Very disappointed with the product quality,543,120,177,840,1,Negative,
2476,14-09-2025,Facebook,Canada,Education,45,Male,Had a terrible experience using this service,530,145,130,805,1,Negative,
2477,17-02-2026,Twitter,USA,Technology,43,Female,I recently bought this and it exceeded my expectations,885,49,144,1078,4,Positive,
2478,17-03-2026,Twitter,Canada,Health,20,Male,Poor performance and bad customer support,471,73,134,678,1,Negative,
2479,09-04-2025,Twitter,USA,Politics,28,Male,"Average experience, could be improved",762,173,68,1003,3,Neutral,
2480,04-08-2025,Instagram,USA,Sports,41,Male,"The product is okay, nothing special about it",279,65,79,423,3,Neutral,
2481,22-01-2026,Facebook,Australia,Technology,33,Male,"Average experience, could be improved",936,272,164,1372,3,Neutral,
2482,06-10-2025,Facebook,USA,Entertainment,51,Male,Poor performance and bad customer support,398,258,106,762,2,Negative,
2483,26-02-2026,Facebook,India,Entertainment,50,Male,"Not too good, not too bad",714,130,5,849,3,Neutral,
2484,09-04-2025,Facebook,USA,Politics,52,Male,"Waste of money, not recommended",227,13,167,407,1,Negative,
2485,18-07-2025,Facebook,USA,Entertainment,50,Male,Had a terrible experience using this service,545,229,43,817,2,Negative,
2486,23-11-2025,Facebook,India,Entertainment,47,Female,Amazing quality and fast delivery,828,78,85,991,5,Positive,
2487,28-01-2026,Twitter,USA,Entertainment,51,Male,I recently bought this and it exceeded my expectations,649,57,128,834,5,Positive,
2488,12-09-2025,Facebook,USA,Technology,21,Female,Amazing quality and fast delivery,527,275,137,939,5,Positive,
2489,09-09-2025,Facebook,UK,Politics,59,Female,Very satisfied with the overall performance,603,66,169,838,5,Positive,
2490,17-04-2025,Facebook,USA,Sports,48,Male,Amazing quality and fast delivery,933,288,29,1250,5,Positive,
2491,21-08-2025,Facebook,UK,Education,41,Male,It is acceptable for the price,67,186,83,336,3,Neutral,
2492,17-09-2025,Twitter,USA,Sports,45,Female,It is acceptable for the price,923,21,14,958,3,Neutral,
2493,10-08-2025,Instagram,Australia,Product,34,Female,Had a terrible experience using this service,119,95,119,333,1,Negative,
2494,17-02-2026,Facebook,India,Education,46,Female,It is acceptable for the price,897,25,57,979,3,Neutral,
2495,29-05-2025,Instagram,India,Sports,26,Male,It is acceptable for the price,450,282,141,873,3,Neutral,
2496,05-07-2025,Facebook,India,Health,38,Male,Very disappointed with the product quality,905,276,86,1267,1,Negative,
2497,24-08-2025,Facebook,Canada,Politics,50,Female,Had a terrible experience using this service,583,269,146,998,2,Negative,
2498,07-06-2025,Instagram,India,Sports,19,Male,"Not too good, not too bad",730,175,113,1018,3,Neutral,
2499,30-09-2025,Facebook,USA,Sports,25,Male,Very disappointed with the product quality,398,139,171,708,2,Negative,
2500,06-10-2025,Twitter,Australia,Sports,53,Male,Had a terrible experience using this service,828,52,62,942,1,Negative,
2501,14-07-2025,Twitter,Australia,Health,57,Female,I recently bought this and it exceeded my expectations,929,237,142,1308,4,Positive,
2502,23-06-2025,Twitter,UK,Health,42,Male,Poor performance and bad customer support,737,101,181,1019,2,Negative,
2503,18-08-2025,Instagram,India,Education,29,Female,I recently bought this and it exceeded my expectations,211,81,150,442,4,Positive,
2504,10-04-2025,Instagram,India,Politics,18,Male,Amazing quality and fast delivery,780,94,172,1046,5,Positive,
2505,04-05-2025,Twitter,India,Education,18,Female,Very satisfied with the overall performance,125,26,149,300,5,Positive,
2506,30-11-2025,Twitter,Australia,Product,46,Male,Very disappointed with the product quality,392,236,100,728,1,Negative,
2507,06-02-2026,Facebook,UK,Entertainment,40,Female,Amazing quality and fast delivery,258,261,182,701,4,Positive,
2508,04-12-2025,Twitter,Australia,Health,50,Male,Had a terrible experience using this service,640,287,43,970,1,Negative,
2509,21-02-2026,Instagram,USA,Education,22,Male,This is one of the best services I have ever used,393,222,7,622,5,Positive,
2510,06-04-2025,Twitter,India,Product,28,Female,"Waste of money, not recommended",300,156,199,655,2,Negative,
2511,21-05-2025,Facebook,USA,Politics,20,Male,I recently bought this and it exceeded my expectations,262,204,34,500,5,Positive,
2512,14-03-2026,Twitter,Canada,Product,25,Female,"The product is okay, nothing special about it",608,58,115,781,3,Neutral,
2513,23-10-2025,Twitter,Canada,Product,36,Female,This is one of the best services I have ever used,864,226,96,1186,4,Positive,
2514,15-02-2026,Twitter,India,Health,30,Male,"Average experience, could be improved",407,281,179,867,3,Neutral,
2515,21-06-2025,Facebook,UK,Education,42,Male,"Absolutely loved the experience, highly recommended",57,13,198,268,4,Positive,
2516,25-02-2026,Instagram,UK,Health,27,Male,It works fine but has some minor issues,483,166,120,769,3,Neutral,
2517,29-03-2025,Instagram,Australia,Politics,56,Male,Very satisfied with the overall performance,779,134,118,1031,5,Positive,
2518,10-07-2025,Twitter,India,Entertainment,23,Male,Amazing quality and fast delivery,772,122,116,1010,5,Positive,
2519,07-03-2026,Instagram,USA,Technology,56,Male,"The product is okay, nothing special about it",682,145,161,988,3,Neutral,
2520,01-03-2026,Instagram,USA,Health,54,Male,Poor performance and bad customer support,787,152,74,1013,1,Negative,
2521,29-01-2026,Facebook,Australia,Product,57,Male,Very disappointed with the product quality,643,39,148,830,2,Negative,
2522,26-02-2026,Facebook,UK,Entertainment,25,Male,"Waste of money, not recommended",249,271,74,594,2,Negative,
2523,13-02-2026,Facebook,UK,Entertainment,49,Male,Had a terrible experience using this service,328,124,120,572,2,Negative,
2524,23-07-2025,Twitter,UK,Education,29,Female,"Waste of money, not recommended",392,230,114,736,1,Negative,
2525,02-11-2025,Twitter,Canada,Education,47,Female,It works fine but has some minor issues,491,24,63,578,3,Neutral,
2526,12-01-2026,Twitter,Australia,Politics,31,Female,The product did not meet my expectations,305,134,112,551,1,Negative,
2527,22-06-2025,Twitter,USA,Politics,56,Female,"Average experience, could be improved",382,155,95,632,3,Neutral,
2528,08-07-2025,Instagram,Australia,Entertainment,45,Female,It is acceptable for the price,947,225,188,1360,3,Neutral,
2529,04-12-2025,Facebook,Canada,Entertainment,19,Female,Very satisfied with the overall performance,967,13,121,1101,5,Positive,
2530,14-06-2025,Twitter,USA,Sports,46,Female,Very satisfied with the overall performance,307,282,198,787,5,Positive,
2531,23-11-2025,Twitter,UK,Product,22,Male,It works fine but has some minor issues,314,282,136,732,3,Neutral,
2532,29-10-2025,Facebook,India,Entertainment,36,Male,"Average experience, could be improved",870,69,151,1090,3,Neutral,
2533,22-07-2025,Facebook,USA,Sports,55,Female,It works fine but has some minor issues,455,262,96,813,3,Neutral,
2534,07-04-2025,Instagram,UK,Technology,39,Female,Very disappointed with the product quality,692,217,77,986,1,Negative,
2535,28-09-2025,Instagram,UK,Sports,54,Female,Amazing quality and fast delivery,428,239,21,688,5,Positive,
2536,09-12-2025,Instagram,Canada,Product,35,Male,Amazing quality and fast delivery,709,85,94,888,4,Positive,
2537,16-03-2026,Facebook,UK,Sports,31,Female,It is acceptable for the price,395,206,22,623,3,Neutral,
2538,01-07-2025,Facebook,Australia,Sports,36,Female,"Waste of money, not recommended",929,100,24,1053,2,Negative,
2539,25-12-2025,Twitter,USA,Health,50,Female,"Waste of money, not recommended",138,207,130,475,1,Negative,
2540,15-05-2025,Facebook,USA,Politics,38,Female,This is one of the best services I have ever used,61,206,35,302,5,Positive,
2541,05-12-2025,Facebook,Canada,Entertainment,34,Female,It works fine but has some minor issues,779,287,168,1234,3,Neutral,
2542,08-07-2025,Instagram,USA,Health,31,Male,"The product is okay, nothing special about it",728,82,135,945,3,Neutral,
2543,29-04-2025,Instagram,India,Sports,22,Male,"The product is okay, nothing special about it",653,163,48,864,3,Neutral,
2544,29-05-2025,Twitter,India,Health,43,Female,"The product is okay, nothing special about it",922,98,198,1218,3,Neutral,
2545,04-11-2025,Instagram,Australia,Entertainment,33,Female,This is one of the best services I have ever used,848,274,64,1186,4,Positive,
2546,01-01-2026,Instagram,Canada,Politics,21,Male,Had a terrible experience using this service,505,244,119,868,2,Negative,
2547,07-04-2025,Twitter,UK,Technology,21,Male,Amazing quality and fast delivery,256,76,40,372,4,Positive,
2548,06-07-2025,Instagram,Canada,Technology,34,Male,Had a terrible experience using this service,69,90,79,238,1,Negative,
2549,27-08-2025,Facebook,Australia,Entertainment,27,Female,I recently bought this and it exceeded my expectations,158,299,92,549,5,Positive,
2550,22-05-2025,Facebook,USA,Sports,33,Male,It is acceptable for the price,163,194,72,429,3,Neutral,
2551,23-07-2025,Facebook,Australia,Sports,46,Female,Very disappointed with the product quality,371,93,79,543,2,Negative,
2552,05-01-2026,Facebook,India,Politics,33,Male,Very satisfied with the overall performance,583,254,199,1036,4,Positive,
2553,19-07-2025,Twitter,India,Sports,44,Female,"Absolutely loved the experience, highly recommended",198,115,80,393,5,Positive,
2554,28-04-2025,Facebook,UK,Education,25,Female,Had a terrible experience using this service,698,216,159,1073,2,Negative,
2555,26-03-2026,Twitter,Canada,Technology,29,Male,"Average experience, could be improved",232,264,39,535,3,Neutral,
2556,06-09-2025,Instagram,India,Health,27,Male,It is acceptable for the price,954,30,75,1059,3,Neutral,
2557,17-05-2025,Twitter,Australia,Sports,56,Female,"Absolutely loved the experience, highly recommended",52,149,25,226,4,Positive,
2558,15-09-2025,Twitter,USA,Sports,46,Female,"Average experience, could be improved",457,185,178,820,3,Neutral,
2559,27-12-2025,Twitter,India,Product,27,Male,Very satisfied with the overall performance,899,134,181,1214,4,Positive,
2560,04-08-2025,Facebook,USA,Politics,31,Male,"Not too good, not too bad",726,19,47,792,3,Neutral,
2561,08-08-2025,Twitter,India,Product,19,Male,"Not too good, not too bad",763,29,198,990,3,Neutral,
2562,04-04-2025,Twitter,India,Politics,36,Male,Very disappointed with the product quality,501,192,79,772,1,Negative,
2563,07-03-2026,Instagram,USA,Sports,22,Male,Amazing quality and fast delivery,663,186,143,992,4,Positive,
2564,10-08-2025,Instagram,Australia,Politics,18,Male,This is one of the best services I have ever used,457,100,179,736,5,Positive,
2565,03-03-2026,Instagram,UK,Health,59,Male,Very disappointed with the product quality,697,107,171,975,1,Negative,
2566,09-07-2025,Instagram,India,Entertainment,27,Female,This is one of the best services I have ever used,983,114,27,1124,4,Positive,
2567,10-02-2026,Facebook,Australia,Education,39,Male,It works fine but has some minor issues,581,252,188,1021,3,Neutral,
2568,16-09-2025,Facebook,Australia,Education,49,Female,"Absolutely loved the experience, highly recommended",354,184,197,735,4,Positive,
2569,28-08-2025,Instagram,USA,Sports,50,Male,Very disappointed with the product quality,330,196,126,652,1,Negative,
2570,30-01-2026,Twitter,Australia,Politics,25,Female,Had a terrible experience using this service,161,168,76,405,1,Negative,
2571,25-09-2025,Facebook,UK,Sports,51,Male,Very satisfied with the overall performance,153,259,170,582,5,Positive,
2572,22-08-2025,Facebook,India,Product,23,Male,"Average experience, could be improved",160,122,141,423,3,Neutral,
2573,08-06-2025,Twitter,USA,Entertainment,32,Male,"Not too good, not too bad",402,295,161,858,3,Neutral,
2574,10-07-2025,Instagram,Australia,Education,52,Male,This is one of the best services I have ever used,712,17,14,743,5,Positive,
2575,20-10-2025,Facebook,Canada,Sports,23,Male,Very disappointed with the product quality,382,59,126,567,2,Negative,
2576,25-12-2025,Twitter,USA,Politics,31,Male,Amazing quality and fast delivery,155,148,98,401,4,Positive,
2577,21-03-2026,Facebook,USA,Politics,32,Female,Very disappointed with the product quality,242,26,141,409,2,Negative,
2578,28-03-2026,Twitter,India,Entertainment,22,Female,This is one of the best services I have ever used,547,94,60,701,5,Positive,
2579,25-06-2025,Instagram,USA,Education,45,Male,"Waste of money, not recommended",412,192,81,685,2,Negative,
2580,29-10-2025,Instagram,Australia,Product,29,Male,It works fine but has some minor issues,961,197,74,1232,3,Neutral,
2581,23-09-2025,Instagram,India,Education,44,Male,This is one of the best services I have ever used,898,206,5,1109,5,Positive,
2582,08-09-2025,Facebook,UK,Sports,52,Female,This is one of the best services I have ever used,936,268,134,1338,5,Positive,
2583,20-01-2026,Facebook,Australia,Politics,56,Female,Very satisfied with the overall performance,110,217,104,431,5,Positive,
2584,27-10-2025,Facebook,India,Politics,53,Female,Had a terrible experience using this service,425,124,122,671,2,Negative,
2585,11-11-2025,Twitter,Canada,Product,60,Male,"The product is okay, nothing special about it",746,79,168,993,3,Neutral,
2586,08-02-2026,Facebook,Canada,Entertainment,52,Female,"Average experience, could be improved",701,285,124,1110,3,Neutral,
2587,12-09-2025,Facebook,India,Education,49,Male,It works fine but has some minor issues,302,236,166,704,3,Neutral,
2588,23-12-2025,Facebook,Australia,Technology,51,Female,It is acceptable for the price,261,126,36,423,3,Neutral,
2589,28-11-2025,Instagram,USA,Technology,31,Male,It is acceptable for the price,165,144,190,499,3,Neutral,
2590,29-12-2025,Instagram,UK,Product,59,Female,Poor performance and bad customer support,306,259,115,680,1,Negative,
2591,10-07-2025,Twitter,Canada,Entertainment,28,Male,"Absolutely loved the experience, highly recommended",351,214,147,712,4,Positive,
2592,19-09-2025,Twitter,UK,Health,56,Female,"Not too good, not too bad",913,17,72,1002,3,Neutral,
2593,20-02-2026,Instagram,India,Entertainment,28,Female,Poor performance and bad customer support,351,222,21,594,2,Negative,
2594,17-05-2025,Facebook,USA,Health,53,Female,It is acceptable for the price,169,39,159,367,3,Neutral,
2595,03-12-2025,Facebook,Canada,Education,25,Male,I recently bought this and it exceeded my expectations,403,85,144,632,5,Positive,
2596,17-04-2025,Instagram,Canada,Health,45,Female,Poor performance and bad customer support,242,219,145,606,1,Negative,
2597,27-10-2025,Instagram,UK,Politics,21,Male,The product did not meet my expectations,434,103,158,695,2,Negative,
2598,21-04-2025,Instagram,Australia,Technology,44,Female,This is one of the best services I have ever used,492,77,115,684,4,Positive,
2599,25-08-2025,Facebook,Australia,Education,24,Male,Poor performance and bad customer support,958,130,164,1252,1,Negative,
2600,04-05-2025,Twitter,Canada,Education,34,Male,"Average experience, could be improved",640,37,153,830,3,Neutral,
2601,16-11-2025,Instagram,UK,Technology,32,Male,Very satisfied with the overall performance,427,233,104,764,5,Positive,
2602,15-07-2025,Twitter,India,Politics,25,Female,Amazing quality and fast delivery,486,112,73,671,5,Positive,
2603,20-12-2025,Twitter,India,Technology,25,Female,"Average experience, could be improved",686,221,85,992,3,Neutral,
2604,28-11-2025,Twitter,India,Product,31,Female,I recently bought this and it exceeded my expectations,196,58,158,412,4,Positive,
2605,01-05-2025,Twitter,Canada,Entertainment,35,Male,"Average experience, could be improved",273,82,27,382,3,Neutral,
2606,10-10-2025,Facebook,USA,Education,22,Male,Had a terrible experience using this service,506,52,42,600,2,Negative,
2607,08-11-2025,Instagram,UK,Politics,43,Male,Poor performance and bad customer support,729,68,83,880,2,Negative,
2608,08-12-2025,Instagram,USA,Entertainment,57,Female,Very satisfied with the overall performance,995,17,60,1072,5,Positive,
2609,21-04-2025,Facebook,USA,Health,31,Female,"Not too good, not too bad",758,185,103,1046,3,Neutral,
2610,06-07-2025,Twitter,India,Politics,42,Female,It is acceptable for the price,365,57,191,613,3,Neutral,
2611,25-10-2025,Facebook,Australia,Sports,58,Male,"Average experience, could be improved",53,151,67,271,3,Neutral,
2612,27-10-2025,Facebook,Canada,Politics,19,Male,"Absolutely loved the experience, highly recommended",411,29,63,503,5,Positive,
2613,01-05-2025,Instagram,Canada,Technology,58,Female,It is acceptable for the price,132,203,41,376,3,Neutral,
2614,06-01-2026,Instagram,Australia,Product,33,Male,Amazing quality and fast delivery,654,287,190,1131,5,Positive,
2615,22-04-2025,Twitter,India,Health,21,Female,Amazing quality and fast delivery,581,102,75,758,4,Positive,
2616,12-09-2025,Twitter,UK,Education,55,Male,Very satisfied with the overall performance,157,173,151,481,5,Positive,
2617,19-12-2025,Instagram,UK,Health,57,Female,"Average experience, could be improved",174,138,43,355,3,Neutral,
2618,01-04-2025,Twitter,Canada,Product,21,Female,It is acceptable for the price,467,295,26,788,3,Neutral,
2619,25-04-2025,Facebook,UK,Education,41,Female,"Waste of money, not recommended",497,223,85,805,1,Negative,
2620,28-03-2025,Facebook,Australia,Politics,18,Female,"The product is okay, nothing special about it",269,254,140,663,3,Neutral,
2621,24-06-2025,Facebook,UK,Product,55,Female,Poor performance and bad customer support,290,262,39,591,1,Negative,
2622,12-10-2025,Twitter,India,Politics,22,Male,It is acceptable for the price,707,205,9,921,3,Neutral,
2623,27-07-2025,Instagram,Australia,Politics,43,Female,Poor performance and bad customer support,667,271,79,1017,1,Negative,
2624,03-06-2025,Facebook,USA,Entertainment,31,Female,I recently bought this and it exceeded my expectations,996,122,154,1272,4,Positive,
2625,06-02-2026,Twitter,Australia,Politics,56,Female,"Waste of money, not recommended",946,288,7,1241,2,Negative,
2626,13-03-2026,Facebook,Australia,Technology,41,Male,"Not too good, not too bad",231,257,174,662,3,Neutral,
2627,16-02-2026,Twitter,UK,Politics,44,Male,"Absolutely loved the experience, highly recommended",370,221,37,628,5,Positive,
2628,06-06-2025,Facebook,UK,Politics,52,Female,"The product is okay, nothing special about it",769,137,34,940,3,Neutral,
2629,18-08-2025,Facebook,Canada,Technology,47,Female,Amazing quality and fast delivery,707,137,69,913,4,Positive,
2630,13-06-2025,Facebook,India,Politics,58,Male,"Waste of money, not recommended",710,95,5,810,1,Negative,
2631,19-09-2025,Twitter,UK,Sports,24,Female,This is one of the best services I have ever used,706,191,117,1014,5,Positive,
2632,28-07-2025,Facebook,USA,Entertainment,31,Female,"Waste of money, not recommended",141,294,88,523,1,Negative,
2633,21-01-2026,Instagram,Canada,Technology,50,Male,Amazing quality and fast delivery,220,246,199,665,4,Positive,
2634,05-02-2026,Twitter,India,Sports,33,Female,Very disappointed with the product quality,818,64,87,969,2,Negative,
2635,16-04-2025,Instagram,USA,Technology,55,Female,Very disappointed with the product quality,154,195,188,537,1,Negative,
2636,25-06-2025,Instagram,Canada,Health,38,Male,Very satisfied with the overall performance,191,290,185,666,4,Positive,
2637,11-07-2025,Twitter,Australia,Product,49,Male,"Average experience, could be improved",788,209,173,1170,3,Neutral,
2638,20-12-2025,Instagram,India,Health,59,Female,It is acceptable for the price,667,152,109,928,3,Neutral,
2639,31-10-2025,Twitter,USA,Technology,22,Female,"Not too good, not too bad",552,223,149,924,3,Neutral,
2640,17-06-2025,Instagram,Australia,Politics,42,Female,"Not too good, not too bad",426,204,98,728,3,Neutral,
2641,05-06-2025,Facebook,Australia,Sports,45,Female,The product did not meet my expectations,167,160,114,441,1,Negative,
2642,08-07-2025,Twitter,India,Sports,21,Male,The product did not meet my expectations,440,137,163,740,1,Negative,
2643,27-05-2025,Facebook,Australia,Health,29,Male,"The product is okay, nothing special about it",68,44,45,157,3,Neutral,
2644,11-01-2026,Twitter,India,Education,53,Male,Poor performance and bad customer support,675,32,123,830,2,Negative,
2645,14-07-2025,Facebook,India,Product,37,Male,"Not too good, not too bad",560,45,142,747,3,Neutral,
2646,18-02-2026,Twitter,USA,Product,55,Male,Very satisfied with the overall performance,697,102,171,970,5,Positive,
2647,25-07-2025,Facebook,UK,Education,54,Female,Very satisfied with the overall performance,989,119,117,1225,4,Positive,
2648,15-11-2025,Twitter,Canada,Entertainment,58,Male,"Absolutely loved the experience, highly recommended",869,16,148,1033,5,Positive,
2649,18-01-2026,Instagram,Canada,Politics,56,Male,Very disappointed with the product quality,750,232,167,1149,1,Negative,
2650,19-09-2025,Instagram,UK,Product,27,Female,I recently bought this and it exceeded my expectations,235,185,118,538,4,Positive,
2651,17-04-2025,Facebook,India,Politics,59,Female,"Average experience, could be improved",301,15,112,428,3,Neutral,
2652,09-07-2025,Facebook,Australia,Technology,38,Female,Amazing quality and fast delivery,164,92,60,316,4,Positive,
2653,29-09-2025,Instagram,UK,Sports,46,Female,The product did not meet my expectations,184,227,61,472,1,Negative,
2654,02-03-2026,Twitter,India,Sports,51,Female,Very satisfied with the overall performance,299,189,147,635,5,Positive,
2655,09-02-2026,Twitter,Canada,Politics,48,Male,"Waste of money, not recommended",143,231,199,573,1,Negative,
2656,03-07-2025,Facebook,Canada,Health,45,Male,Amazing quality and fast delivery,628,280,23,931,4,Positive,
2657,31-08-2025,Twitter,USA,Entertainment,49,Female,"Average experience, could be improved",773,72,22,867,3,Neutral,
2658,05-02-2026,Twitter,India,Health,47,Female,Had a terrible experience using this service,69,225,46,340,2,Negative,
2659,24-11-2025,Instagram,Canada,Sports,50,Male,"Not too good, not too bad",815,198,121,1134,3,Neutral,
2660,11-05-2025,Twitter,UK,Entertainment,36,Male,Amazing quality and fast delivery,710,254,135,1099,5,Positive,
2661,18-04-2025,Twitter,USA,Product,50,Male,This is one of the best services I have ever used,126,180,8,314,4,Positive,
2662,04-02-2026,Facebook,Canada,Politics,59,Male,Poor performance and bad customer support,89,233,114,436,2,Negative,
2663,07-03-2026,Twitter,USA,Entertainment,35,Male,"Not too good, not too bad",212,251,165,628,3,Neutral,
2664,09-06-2025,Facebook,Australia,Product,56,Male,It is acceptable for the price,606,171,52,829,3,Neutral,
2665,18-05-2025,Twitter,Australia,Entertainment,27,Male,It is acceptable for the price,412,192,43,647,3,Neutral,
2666,21-09-2025,Twitter,USA,Politics,55,Female,Very satisfied with the overall performance,344,188,29,561,4,Positive,
2667,22-07-2025,Facebook,India,Politics,39,Male,I recently bought this and it exceeded my expectations,582,197,39,818,5,Positive,
2668,27-09-2025,Instagram,UK,Education,47,Male,"The product is okay, nothing special about it",370,165,103,638,3,Neutral,
2669,06-10-2025,Facebook,India,Sports,51,Male,"Waste of money, not recommended",962,157,80,1199,1,Negative,
2670,02-06-2025,Twitter,UK,Sports,28,Male,I recently bought this and it exceeded my expectations,66,188,81,335,5,Positive,
2671,28-12-2025,Twitter,Canada,Sports,50,Male,Poor performance and bad customer support,99,281,76,456,2,Negative,
2672,14-06-2025,Facebook,USA,Education,55,Female,The product did not meet my expectations,304,128,196,628,2,Negative,
2673,24-04-2025,Instagram,USA,Product,29,Male,The product did not meet my expectations,88,257,185,530,2,Negative,
2674,25-05-2025,Instagram,India,Sports,26,Female,Very satisfied with the overall performance,139,118,99,356,4,Positive,
2675,13-05-2025,Twitter,India,Politics,24,Male,Very satisfied with the overall performance,514,197,177,888,5,Positive,
2676,29-10-2025,Twitter,Canada,Health,54,Male,I recently bought this and it exceeded my expectations,91,33,179,303,5,Positive,
2677,30-04-2025,Facebook,Canada,Education,34,Female,The product did not meet my expectations,575,44,68,687,1,Negative,
2678,13-04-2025,Instagram,India,Health,38,Male,It is acceptable for the price,537,138,189,864,3,Neutral,
2679,26-07-2025,Instagram,India,Sports,29,Male,"The product is okay, nothing special about it",536,214,66,816,3,Neutral,
2680,16-04-2025,Instagram,UK,Health,43,Female,"Absolutely loved the experience, highly recommended",185,161,106,452,5,Positive,
2681,12-03-2026,Instagram,UK,Education,45,Male,It is acceptable for the price,132,295,132,559,3,Neutral,
2682,08-11-2025,Twitter,India,Sports,31,Male,"Not too good, not too bad",762,14,50,826,3,Neutral,
2683,03-05-2025,Twitter,UK,Technology,58,Female,Had a terrible experience using this service,211,181,30,422,2,Negative,
2684,12-01-2026,Twitter,UK,Technology,44,Female,I recently bought this and it exceeded my expectations,115,19,36,170,5,Positive,
2685,21-06-2025,Twitter,UK,Sports,33,Male,Poor performance and bad customer support,406,71,163,640,1,Negative,
2686,16-04-2025,Twitter,Canada,Entertainment,42,Female,Very satisfied with the overall performance,97,260,197,554,4,Positive,
2687,14-06-2025,Facebook,Canada,Education,55,Female,"The product is okay, nothing special about it",174,72,84,330,3,Neutral,
2688,19-12-2025,Instagram,Australia,Politics,46,Female,It is acceptable for the price,369,34,134,537,3,Neutral,
2689,29-01-2026,Facebook,Canada,Sports,36,Male,It is acceptable for the price,735,169,112,1016,3,Neutral,
2690,17-05-2025,Twitter,USA,Health,22,Male,Very disappointed with the product quality,197,239,165,601,1,Negative,
2691,14-10-2025,Facebook,Australia,Education,24,Female,"The product is okay, nothing special about it",623,215,9,847,3,Neutral,
2692,03-01-2026,Instagram,USA,Product,57,Female,"The product is okay, nothing special about it",293,258,195,746,3,Neutral,
2693,12-12-2025,Instagram,India,Health,32,Female,Had a terrible experience using this service,821,29,193,1043,1,Negative,
2694,09-04-2025,Twitter,Australia,Education,56,Male,"Average experience, could be improved",710,13,39,762,3,Neutral,
2695,20-07-2025,Twitter,Canada,Sports,36,Female,It is acceptable for the price,584,156,106,846,3,Neutral,
2696,27-08-2025,Facebook,UK,Politics,42,Male,Very satisfied with the overall performance,86,104,99,289,5,Positive,
2697,03-02-2026,Twitter,Canada,Education,46,Female,I recently bought this and it exceeded my expectations,813,285,85,1183,4,Positive,
2698,12-07-2025,Facebook,USA,Sports,20,Female,Very satisfied with the overall performance,727,234,33,994,4,Positive,
2699,13-09-2025,Facebook,Canada,Health,38,Female,It is acceptable for the price,907,108,87,1102,3,Neutral,
